Содержание,Сервис,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Система,Место,Ранг важности,День недели обращения,Месяц обращения,Час обращения,День года обращения,Время с обращения до восстановления,Время с обращения до закрытия,Время с обращения до крайнего срока,Время с восстановления до крайнего срока,Время с закрытия до крайнего срока
контроль пу заявка доступ портам,2,1,116,2018-02-09 12:06:00,2018-02-04 10:51:00,1,1,доступ предоставлен согласно заявке,0,2018-02-07 13:21:00,2018-02-14 14:39:00,2,41,0,6,2,10,35,268200,877680,436500,168300,-441180
дистанционные курсытесты,36,1,47,2018-02-09 12:08:00,2018-02-04 10:53:00,1,1,добрый день статус курса исправлен,0,2018-02-04 14:10:00,2018-02-14 07:44:00,38,3,0,6,2,10,35,11820,852660,436500,424680,-416160
работать несколько пользователей,22,1,62,2018-02-07 05:56:00,2018-02-04 10:56:00,0,0,пользователь проконсультирован закрытие согласовано пользователем,0,2018-02-04 12:45:00,2018-02-11 14:04:00,22,87,8,6,2,10,35,6540,616080,241200,234660,-374880
предоставление техники брм,0,1,12,2018-02-16 09:36:00,2018-02-04 10:56:00,1,1,работы обращению выполнены,0,2018-02-08 14:35:00,2018-02-16 06:52:00,0,83,0,6,2,10,35,358740,1022160,1032000,673260,9840
предоставление техники брм,0,1,12,2018-02-16 09:36:00,2018-02-04 10:57:00,1,1,работы обращению выполнены,0,2018-02-08 09:23:00,2018-02-15 10:43:00,0,83,0,6,2,10,35,339960,949560,1031940,691980,82380
ошибка формировании табеля сервис22,22,1,7,2018-02-09 09:27:00,2018-02-04 10:57:00,1,0,произошел сбой сервиса нумерации менеджере кластера сервис22 системным программистом совместно выполнено обновление нумерации объектов конфигурации нумерация объектов восстановлена,1,2018-02-04 12:16:00,2018-02-11 13:35:00,22,3,8,6,2,10,35,4740,614280,426600,421860,-187680
письмо random75916 заявка установку,0,1,79,2018-02-09 12:13:00,2018-02-04 10:58:00,1,1,исполнено,0,2018-02-04 11:43:00,2018-02-04 12:00:00,0,239,0,6,2,10,35,2700,3720,436500,433800,432780
работать несколько пользователей,22,0,470,2018-02-07 06:00:00,2018-02-04 11:00:00,0,0,запрос отменён пользователем портала самообслуживания,0,2018-02-04 11:04:00,2018-02-04 11:04:00,22,163,8,6,2,11,35,240,240,241200,240960,240960
заявка предоставление отзыв прав доступа ресурсам,9,1,10,2018-02-08 12:16:00,2018-02-04 11:01:00,1,1,работы обращению выполнены,0,2018-02-07 05:33:00,2018-02-14 07:52:00,9,31,7,6,2,11,35,239520,852660,350100,110580,-502560
письмо random75916 заявка установку,0,1,79,2018-02-09 12:19:00,2018-02-04 11:04:00,1,1,учтено,0,2018-02-04 13:49:00,2018-02-07 05:48:00,0,239,0,6,2,11,35,9900,240240,436500,426600,196260
разблокировка учётной записи,7,1,8,2018-02-09 12:20:00,2018-02-04 11:05:00,1,1,выполнена разблокировка уз сервис7 пользователь идентифицирован оп,0,2018-02-04 11:45:00,2018-02-11 13:03:00,7,15,12,6,2,11,35,2400,611880,436500,434100,-175380
предоставление техники брм,0,1,12,2018-02-15 09:07:00,2018-02-04 11:06:00,1,1,работы обращению выполнены,0,2018-02-07 10:58:00,2018-02-14 12:14:00,0,224,0,6,2,11,35,258720,868080,943260,684540,75180
система26,26,1,179,2018-02-09 12:21:00,2018-02-04 11:06:00,1,1,добрый день рк удалена проект направлен исполнителю,0,2018-02-04 13:17:00,2018-02-04 13:19:00,26,117,12,6,2,11,35,7860,7980,436500,428640,428520
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-14 07:51:00,2018-02-04 11:06:00,1,1,работы обращению выполнены,0,2018-02-07 15:15:00,2018-02-15 07:34:00,13,3,7,6,2,11,35,274140,937680,852300,578160,-85380
работать несколько пользователей,22,0,292,2018-02-07 06:08:00,2018-02-04 11:08:00,0,0,запрос отменён пользователем портала самообслуживания,0,2018-02-04 11:33:00,2018-02-04 11:33:00,22,42,8,6,2,11,35,1500,1500,241200,239700,239700
получение консультации,12,1,18,2018-02-09 12:24:00,2018-02-04 11:09:00,1,1,оказана консультация порядку предоставления доступа групповому пя,0,2018-02-04 11:39:00,2018-02-04 12:19:00,35,104,12,6,2,11,35,1800,4200,436500,434700,432300
письмо random75916 заявка установку,0,1,79,2018-02-09 12:24:00,2018-02-04 11:09:00,1,1,учтено,0,2018-02-04 13:44:00,2018-02-07 05:47:00,0,239,0,6,2,11,35,9300,239880,436500,427200,196620
заявка предоставление отзыв прав доступа ресурсам,0,1,69,2018-02-14 06:42:00,2018-02-04 11:12:00,1,1,работы обращению выполнены,0,2018-02-08 06:53:00,2018-02-15 08:34:00,73,51,0,6,2,11,35,330060,940920,847800,517740,-93120
ремонт жалюзи,73,1,159,2018-02-09 12:28:00,2018-02-04 11:13:00,1,1,выполнено,0,2018-02-04 11:59:00,2018-02-11 13:15:00,71,3,0,6,2,11,35,2760,612120,436500,433740,-175620
контроль пу заявка доступ портам,2,1,116,2018-03-11 14:36:00,2018-02-04 11:16:00,1,1,доступ предоставлен,0,2018-03-10 13:28:00,2018-03-10 14:19:00,2,41,0,6,2,11,35,2945520,2948580,3036000,90480,87420
элект документооборот проходят входящие документы,22,1,448,2018-02-07 06:17:00,2018-02-04 11:17:00,0,0,пользователь проконсультирован,0,2018-02-07 14:58:00,2018-02-15 07:16:00,391,316,8,6,2,11,35,272460,935940,241200,-31260,-694740
разгрузка машины,73,1,345,2018-02-09 12:32:00,2018-02-04 11:17:00,1,1,выполнено,0,2018-02-09 10:54:00,2018-02-16 12:11:00,71,15,0,6,2,11,35,430620,1040040,436500,5880,-603540
настройкаконсультация техническое обслуживание,18,1,18,2018-02-09 12:32:00,2018-02-04 11:17:00,1,1,добрый день создана новая редакция договора возможности внесения необходимых изменений работать новой редакцией необходимо зайти сведения договора далее вкладка редакцииверсии договора строке типом исправление договору статусе проект нажать кнопку редактировать иконка виде карандаша внесения корректировок выполнить регистрацию отправку внесение необходимых изменений сервис22 возможно двумя способами 1 внести изменения вручную 2 отправкой новой редакции выгруженного договора сервис22 необходимо удалить связь система18 guid выгрузке новой редакции сервис22 появится новый экземпляр договора внесенными вами корректировками удалить связь могут сотрудники ролями контролер пвд регистратор пвд сервис22 вероятнее это сотрудник бухгалтерии либо сотрудник сопровождающий сервис22 местном уровне,0,2018-02-04 13:33:00,2018-02-04 14:20:00,18,73,4,6,2,11,35,8160,10980,436500,428340,425520
создание запроса,0,1,186,2018-02-09 12:33:00,2018-02-04 11:18:00,1,1,выполнено,0,2018-02-04 12:58:00,2018-02-11 14:17:00,0,31,0,6,2,11,35,6000,615540,436500,430500,-179040
сброс пароля,7,1,8,2018-02-09 12:35:00,2018-02-04 11:20:00,1,1,личность пользователя идентифицирована причина нарушения другая выполнена разблокировка учетной записи ne_boss,0,2018-02-04 12:03:00,2018-02-11 13:21:00,7,27,12,6,2,11,35,2580,612060,436500,433920,-175560
заявка предоставление отзыв прав доступа ресурсам,18,1,13,2018-02-09 12:35:00,2018-02-04 11:20:00,1,1,выполнено соответствии заявкой роли синхронизируются течение суток,0,2018-02-07 06:55:00,2018-02-14 08:56:00,18,57,4,6,2,11,35,243300,855360,436500,193200,-418860
контроль пу заявка доступ портам,2,1,514,2018-02-09 12:36:00,2018-02-04 11:21:00,1,1,доступ предоставлен согласно заявки,0,2018-02-04 12:21:00,2018-02-11 13:41:00,2,51,0,6,2,11,35,3600,613200,436500,432900,-176700
контроль пу заявка доступ портам,2,1,116,2018-02-09 12:36:00,2018-02-04 11:21:00,1,1,доступ прекращен согласно заявке,0,2018-02-07 13:49:00,2018-02-07 15:06:00,2,76,0,6,2,11,35,268080,272700,436500,168420,163800
дистанционные курсытесты,36,1,47,2018-02-09 12:37:00,2018-02-04 11:22:00,1,1,добрый день статус курса исправлен,0,2018-02-04 14:31:00,2018-02-14 07:52:00,38,77,0,6,2,11,35,11340,851400,436500,425160,-414900
настройка эп сервис22,22,1,137,2018-02-09 12:37:00,2018-02-04 11:22:00,1,1,права предоставлены,0,2018-02-04 13:06:00,2018-02-04 13:16:00,22,156,7,6,2,11,35,6240,6840,436500,430260,429660
заявка предоставление логического доступа ресурсам итс,0,1,143,2018-02-09 12:38:00,2018-02-04 11:23:00,1,1,заявка исполнена,0,2018-02-07 06:55:00,2018-02-07 07:06:00,0,13,0,6,2,11,35,243120,243780,436500,193380,192720
заявка подключениеотключение свт лвс,0,1,515,2018-02-16 14:01:00,2018-02-04 11:31:00,1,1,работы обращению выполнены,0,2018-02-07 06:59:00,2018-02-14 08:56:00,0,150,1,6,2,11,35,242880,854700,1045800,802920,191100
заявка подключениеотключение свт лвс,0,1,515,2018-02-16 14:02:00,2018-02-04 11:32:00,1,1,работы обращению выполнены,0,2018-02-07 08:52:00,2018-02-14 10:13:00,0,150,1,6,2,11,35,249600,859260,1045800,796200,186540
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 12:47:00,2018-02-04 11:32:00,1,1,заявка загружена система22,0,2018-02-04 13:44:00,2018-02-14 07:19:00,22,20,7,6,2,11,35,7920,848820,436500,428580,-412320
фз_ад_cоздание пользователя система52,52,1,12,2018-02-11 06:36:00,2018-02-04 11:33:00,1,1,работы обращению выполнены,0,2018-02-07 14:13:00,2018-02-14 15:31:00,52,3,12,6,2,11,35,268800,878280,586980,318180,-291300
получение консультации,12,1,116,2018-02-09 12:50:00,2018-02-04 11:35:00,1,1,выполнено,0,2018-02-07 06:08:00,2018-02-14 07:52:00,35,76,12,6,2,11,35,239580,850620,436500,196920,-414120
разблокировка учетной записи пользователя всервис7,7,1,8,2018-02-09 12:51:00,2018-02-04 11:36:00,1,1,личность пользователя идентифицирована причина нарушения другая выполнена разблокировка учетной записи ne_boss,0,2018-02-04 11:36:00,2018-02-11 12:51:00,7,145,12,6,2,11,35,0,609300,436500,436500,-172800
настройка эп сервис22,22,1,137,2018-02-09 12:54:00,2018-02-04 11:39:00,1,1,права предоставлены,0,2018-02-04 13:12:00,2018-02-14 06:42:00,22,92,7,6,2,11,35,5580,846180,436500,430920,-409680
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-08 12:55:00,2018-02-04 11:40:00,1,1,работы обращению выполнены,0,2018-02-07 00:34:00,2018-02-07 07:46:00,101,116,7,6,2,11,35,219240,245160,350100,130860,104940
многочисленные обращения пользователей,18,1,7,2018-02-07 10:41:00,2018-02-04 11:41:00,0,0,работоспособность восстановлена,0,2018-02-04 12:07:00,2018-02-11 13:28:00,18,1,6,6,2,11,35,1560,611220,255600,254040,-355620
патч 220 доработка система230 согласно,11,1,128,2018-02-11 14:36:00,2018-02-04 11:45:00,1,1,решено система230 патчем 220,0,2018-02-05 11:36:00,2018-02-16 09:41:00,11,31,1,6,2,11,35,85860,1029360,615060,529200,-414300
заявка предоставление логического доступа,0,1,306,2018-02-09 13:01:00,2018-02-04 11:46:00,1,1,доступ предоставлен,0,2018-02-08 06:00:00,2018-02-08 08:39:00,0,91,1,6,2,11,35,324840,334380,436500,111660,102120
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-09 10:02:00,2018-02-04 11:47:00,1,1,работы обращению выполнены,0,2018-02-05 13:02:00,2018-02-14 07:52:00,11,113,0,6,2,11,35,90900,849900,425700,334800,-424200
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-10 06:36:00,2018-02-04 11:49:00,1,1,работы обращению выполнены,0,2018-02-08 06:56:00,2018-02-15 08:34:00,101,113,7,6,2,11,35,328020,938700,499620,171600,-439080
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 13:04:00,2018-02-04 11:49:00,1,1,выполнена загрузка,0,2018-02-04 11:53:00,2018-02-11 13:09:00,22,3,7,6,2,11,35,240,609600,436500,436260,-173100
разблокировка уз region,7,1,8,2018-02-09 13:13:00,2018-02-04 11:58:00,1,1,выполнена разблокировка уз ne_boss пользователь идентифицирован причина блокировки пользователю ясна,0,2018-02-04 11:58:00,2018-02-11 13:15:00,7,57,12,6,2,11,35,0,609420,436500,436500,-172920
